caddress_id,country,street,postcode,city
A01HQP4D4RVWKP91SDB8V7YT5AR,Italy,Dorton,1239,Bologna
A01HQP4D4RXS8BXH6QEKZBVFVZK,United Kingdom,Pawling,238411,Newcastle upon Tyne
A01HQP4D4RZ9VAZ786VAGZ60JT5,United Kingdom,7th,QD2 6PL,Reading
A01HQP4D4S1V9ANV9E6YE3GGF1E,United Kingdom,Daystar,94273,Belfast
A01HQP4D4S35370YXJ2RDS976XH,Northern Ireland,Parkside,939-1351,Bangor
A01HQP4D4S51RPMKJRPN8V7R8TP,Austria,Holmberg,4920-070,Vienna
A01HQP4D4S77NBW0SBN4FRP51RH,United States,Acker,60604,San Antonio
A01HQP4D4S91GVAJKD9RYBGZJEA,United Kingdom,Glacier Hill,V52 6JC,Liverpool
A01HQP4D4SCZJ5T2P2X23NZ63Z2,Portugal,Lyons,84-353,Coimbra
A01HQP4D4SE7KWEREW2R1BQKVZ3,United Kingdom,Hallows,T23 9HT,Coventry
A01HQP4D4SGTNSSW5H7QZRG9YRQ,United States,Muir,Z8 8MU,Houston
A01HQP4D4SJTAE97PSM163B3NAW,Finland,Cottonwood,N6 4XV,Pori
A01HQP4D4SMRR63VNR39K9RQBF7,United States,Hollow Ridge,V35 4SL,San Jose
A01HQP4D4SP28ZRS1XKW8T1605K,United Kingdom,Carpenter,705079,Leeds
A01HQP4D4SRJP7MW21DM9PQ280C,Wales,Katie,J3 9OD,Port Talbot
A01HQP4D4ST97NRPJT6VF1HPWR9,Netherlands,Mendota,25215 CEDEX,Utrecht
A01HQP4D4SWZYEDVVFAFHRX78Q2,United Kingdom,Hansons,1703,Reading
A01HQP4D4SZBQ3NC59TMMKYHWJD,United Kingdom,Eastlawn,HV79 5DK,Sheffield
A01HQP4D4T1Z9775QX2PK72A3ZY,France,Parkside,GH49 3GI,Bordeaux
A01HQP4D4T3S80JMFAZGV5Y0V98,United Kingdom,Maywood,398032,Sheffield
A01HQP4D4T57VDC9H171CZCNPQ0,Spain,Magdeline,UL0 1HW,Las Palmas de Gran Canaria
A01HQP4D4T72D93SP2CWMS108TW,Portugal,Waubesa,7743,Set¨²bal
A01HQP4D4T94BNQDQ3VEA14FPMF,United States,Melrose,U35 6CT,Denver
A01HQP4D4TAGSGNP9DD4CAEE6KP,United Kingdom,Artisan,N3 5DG,Liverpool
A01HQP4D4TC2MQRAM3JA8TB4XFH,United Kingdom,Prairieview,H11 5GC,London
A01HQP4D4TDHVSXDN0P034HTAJX,United Kingdom,Brickson Park,CM88 2BL,Nottingham
A01HQP4D4TFNYVTF79936NQDWTK,United Kingdom,Westend,542 42,Manchester
A01HQP4D4THWKCB92P4E9QFR5DG,United Kingdom,2nd,14040 CEDEX 4,Birmingham
A01HQP4D6DDD2NN7RS5DCFS4397,United Kingdom,Steensland,U92 1PO,London
A01HQP4D6DEYRDT0ZJYCM2V5Z2Z,United Kingdom,Beilfuss,32-503,Aberdeen
A01HQP4D6DFC9DMNVAAS9N199GF,Belgium,Green,627439,Ghent
A01HQP4D6DGY6XKYS1AHV3CJG7E,United Kingdom,Chive,RH5,Liverpool
A01HQP4D6DHXYP83DFSWG71MEMV,United Kingdom,Bobwhite,368540,Edinburgh
A01HQP4D6DJWKKWCKY4JWDEYD82,United Kingdom,Bluestem,64-720,Portsmouth
A01HQP4D6DKA7K2AQ25E7V0N220,United Kingdom,Beilfuss,C65 3AL,Leicester
A01HQP4D6DM3XMSKKQQR6A1M73A,Wales,South,T52 7XV,Wrexham
A01HQP4D6DNBPYTXFD4BYXE3QDE,China,Packers,LL15 9JG,Shanghai
A01HQP4D6DPAX354JJDJS0JQBSB,United States,Anniversary,42-793,Denver
A01HQP4D6DQ7NDGS9EJKV9WTRN8,United Kingdom,Schiller,3776,Manchester
A01HQP4D6DRGAQDVP7E606BWYWB,United Kingdom,Riverside,90036,London
A01HQP4D6DSWHFWK4QX3266PVKM,France,Sherman,Q44 0OM,Paris
A01HQP4D6DT0DKBFFMNHGKNAN26,Netherlands,Fordem,05-520,Tilburg
A01HQP4D6DVT5MVSPHY9QADHZVF,United Kingdom,Farmco,21901,Leeds
A01HQP4D6DW43Q5Q8HT5DJBKDMA,United Kingdom,Basil,Q3 5BL,Sheffield
A01HQP4D6DXTW8PDXQYYHKNGE6E,United Kingdom,Grover,C1 7DN,London
A01HQP4D6DY4HWRNDJFTAP9VKYY,Switzerland,Shelley,QU51 4WX,Basel
A01HQP4D6DZ0B9FDGM7ZCSBM8V8,China,Cascade,C3 5PM,Beijing
A01HQP4D6E0W4N6ER60VZ8QW87X,United Kingdom,Summerview,39200-000,London
A01HQP4D6E1BJ2SJT42G57BYGJ9,China,Bultman,6414,Chengdu
A01HQP4D6E2166HAB08DPAD9J8F,South Korea,Bashford,26-070,Incheon
A01HQP4D6E3Z7YRKKD1N618HRJ5,Belgium,Ridgeway,15250,Antwerp
A01HQP4D6E4P2ZHQWQDWF0V6X7S,United Kingdom,Ohio,841 01,Edinburgh
A01HQP4D6E5JHR9RWFY2RB64DPN,France,Grim,4045,Strasbourg
A01HQP4D6E63DK59449JKHZRPH7,Iceland,Lindbergh,OP76 6YV,Hafnarfj?r?ur
A01HQP4D6E7GESWDFMJ67XPM2S0,United States,Donald,97102 CEDEX,Los Angeles
A01HQP4D6E8RHJRKPRBAQTTJG1J,United Kingdom,West,U0 9VS,Reading
A01HQP4D6E96VYZVHKBH1CY7MTT,United Kingdom,Carey,427265,Coventry
A01HQP4D6EAQ5KZV8218WBEQMB4,United Kingdom,Dennis,GH97 3RT,Southampton
A01HQP4D6EBMA6FEY5RZW3CKBD7,United Kingdom,Northland,GB0 1LG,Sheffield
A01HQP4CZQNTPTTCBVMCTRTYZ6N,United Kingdom,Ridgeview,GJ49 2GX,Edinburgh
A01HQP4CZQQHERND0CVAHFB450N,Denmark,Lakewood Gardens,H98 9PG,Esbjerg
A01HQP4CZQSAC6T2D6YYX8EBGEK,United Kingdom,Ilene,D90 6QK,Hull
A01HQP4CZQV5AT75EZZF8C9D7WC,United Kingdom,Barnett,DF80 8NH,London
A01HQP4CZQWW89SX964NKJ28E8F,United Kingdom,Fair Oaks,ZQ9 6EQ,Manchester
A01HQP4CZQYFPBMK763BTDBQFC7,United Kingdom,Granby,242760,London
A01HQP4CZR064RFZW59K3WYVRFR,Germany,Emmet,X44 4KQ,Leipzig
A01HQP4CZR1X98TGWV966EMDS71,Scotland,Clyde Gallagher,56017,Kilmarnock
A01HQP4CZR3WRKYRDP3Z3XWSG42,United States,Riverside,270-1108,New York City
A01HQP4CZR5D8Y9WQV56MZ08H4J,Sweden,Melby,2701,V?ster?s
A01HQP4CZR65N0TAXGD1B44C4D2,Switzerland,Washington,2435-362,Biel/Bienne
A01HQP4CZR8H55JVBC96KTXYN2J,United Kingdom,Colorado,WK3 5RQ,Edinburgh
A01HQP4CZRAKNBMPC2T19PWMTF2,Northern Ireland,Michigan,9800,Newtownards
A01HQP4CZRB1J2S63E4GQXHWNB5,United Kingdom,Almo,B8 2DV,Manchester
A01HQP4CZRD490AR0SGWFW21BRY,United States,Jana,IY2 8JP,San Francisco
A01HQP4CZREA0PTD94SXP649XNZ,Portugal,Barnett,461677,Vila Nova de Gaia
A01HQP4CZRGF7ESTBAX4QJAYH5V,United Kingdom,Blue Bill Park,MX63 7JE,Glasgow
A01HQP4CZRJP5E4P3CMN6FD2DP1,Spain,Prairie Rose,NF5 2XS,Las Palmas de Gran Canaria
A01HQP4CZRK05AAAV1MHDDF2VNK,China,Harper,5102,Shanghai
A01HQP4CZRNK96Z7JETA3GYEC14,United States,Ronald Regan,793 26,"Washington, D.C."
A01HQP4CZRPQAT66V0S3ZPQX66H,United States,Ridge Oak,79575,Los Angeles
A01HQP4CZRQM3906AZYNEJDQ6WA,United Kingdom,Nova,2305,Manchester
A01HQP4CZRR1RVKB0AF251YYYXQ,Japan,Del Sol,FH3 0JH,Yokohama
A01HQP4CZRS75B4X3F0N7VTQKPT,United Kingdom,Parkside,JO13 5BA,Manchester
A01HQP4CZRVG3332J9V0HN1FCGA,China,Fordem,455051,Beijing
A01HQP4CZRXFZ5A1FEQCZENWAD2,United Kingdom,Northridge,186793,Southampton
A01HQP4CZRZFR4DQH8XG95WJ2VY,United Kingdom,Dixon,7029,Birmingham
A01HQP4CZS0YZ480ZCZ69S40N3M,United Kingdom,Armistice,S5 2ZK,London
A01HQP4CZS2X92V32176A7S82HK,United Kingdom,Vera,6819,London
A01HQP4CZS4CJQBWAMSZ0FKV135,United Kingdom,Aberg,D23 5OV,Newcastle upon Tyne
A01HQP4CZS5X7K62TYSWB4ZHAHQ,United Kingdom,Linden,5510,Nottingham
A01HQP4D50054KJBFVMBWNJD917,Sweden,Heffernan,366311,Uppsala
A01HQP4D502C9CJ3MA0Y1VV4DJ5,China,Katie,B30 7FB,Shenzhen
A01HQP4D5037FJ3QPHYNV2S9G0J,United Kingdom,Kropf,LZ88 2BF,Belfast
A01HQP4D504Y2WNKBWS6MR8K2AY,United Kingdom,David,5850,London
A01HQP4D505V35X2K0GQYQHT4EC,United Kingdom,Kropf,KI7 0BR,London
A01HQP4D506P3M3SH8Z89NSVCY8,United Kingdom,Del Sol,E5 4EL,Leeds
A01HQP4D507SN9XDAC1TAP0MBG5,China,Helena,DH0 9TP,Chongqing
A01HQP4D508CF0101S7G6MRCBFE,United Kingdom,Florence,9845,Liverpool
A01HQP4D509TSWMP49TTBJ56KZD,United Kingdom,Carpenter,N71 7OW,Hull
A01HQP4D50AN05XSFM9JHA05RZQ,United Kingdom,Carey,3505-157,London
A01HQP4D50B0513DMKB6A2YKEG8,United States,Kings,89-525,Chicago
A01HQP4D50CF0Y1KC53PXF22QPX,United States,Tomscot,5829,Fort Worth
A01HQP4D50D4ZPJHRGK35D351B0,United States,Fremont,5090-017,San Diego
A01HQP4D50EBTE0PQQF0W0X96RV,France,Stuart,30132,Montpellier
A01HQP4D50FX848VXWZKGKA1AF4,United Kingdom,Donald,UY90 5MH,Leicester
A01HQP4D50GNE125JKRHY1GRJE3,United Kingdom,Fairfield,94129 CEDEX,Reading
A01HQP4D50J5323ZSP9Z6H4R0KT,India,6th,RG79 7PL,Surat
A01HQP4D50MZYVQ6ME00EM3E6VE,United States,Leroy,7300,"Washington, D.C."
A01HQP4D50NK7FX94PHGVXNXHDM,United Kingdom,Scoville,456510,Manchester
A01HQP4D50QE9M5XYGKCBZ9JW8Q,United Kingdom,Union,645 94,London
A01HQP4D50SWKJKGEFDN2R2DFCK,Sweden,5th,1150,Norrk?ping
